UAI,Sigle,Nom Archipel,Nom complet (Archipel),Nom complet,PAS.1.Collège de rattachement,PAS.1.Dénomination principale,PAS.1.Dénomination complémentaire,Education prioritaire (Archipel),Territoire,Adresse,PAS.1.Lieu dit,Code Postal,Ville,IPS,ULIS,Degré,Secteur,Mail,Téléphone,Chef d'établissement,PAS.1.Hébergement,Circonscription,PAS,Nom du PAS,Bassin,Secteur SEGPA,Secteur ERSEH,ERSEH,PIAL,Effectifs ens. Adapté,Effectifs (Archipel),PAS.1.Effectifs,Latitude,Longitude,Lat Moyen Secteur,Long Moyen Secteur,Indice d'éloignement
0672473Z,"E.E.PU ",ECOLE PRIMAIRE PIERRE PFLIMLIN,ECOLE PRIMAIRE PIERRE PFLIMLIN VENDENHEIM,ECOLE PRIMAIRE PUBLIQUE PIERRE PFLIMLIN VENDENHEIM,COLLEGE LA PIERRE POLIE,"ECOLE PRIMAIRE PUBLIQUE ","PIERRE PFLIMLIN ",Hors EP,,14 rue Charles Gounod,,67550,VENDENHEIM,0,1,1er degré,Public,ce.0672473Z@ac-strasbourg.fr,0388695582,,,TRUCHTERSHEIM - KOCHERSBERG,Souffel,Souffel,EUROMETROPOLE,MUNDOLSHEIM Paul Emile Victor,OUEST 1,TSCHEILLER Valérie,PIAL_0672473Z,,371,340,48.66715391,7.713444356,"48,63992691","7,715331025",3.030674757
0672634Z,"E.M.PU ",ECOLE MATERNELLE HALDENBOURG,ECOLE MATERNELLE HALDENBOURG MUNDOLSHEIM,ECOLE MATERNELLE HALDENBOURG,,"ECOLE MATERNELLE PUBLIQUE ","HALDENBOURG ",Hors EP,,15 rue du Haldenbourg,,67450,MUNDOLSHEIM,0,0,1er degré,Public,ce.0672634Z@ac-strasbourg.fr,0388205866,,,TRUCHTERSHEIM - KOCHERSBERG,Souffel,Souffel,EUROMETROPOLE,,OUEST 1,TSCHEILLER Valérie,PIAL_0672956Z,,81,82,48.63486662,7.707150544,"48,63992691","7,715331025",0.823365472
0672658A,"CLG ",COLLEGE LA PIERRE POLIE,COLLEGE LA PIERRE POLIE VENDENHEIM,COLLEGE LA PIERRE POLIE VENDENHEIM,,"COLLEGE ","LA PIERRE POLIE ",Hors EP,,Rue du Vignoble,,67550,VENDENHEIM,112,0,2nd degré,Public,ce.0672658A@ac-strasbourg.fr,0388695500,TAR Nathalie,SANS INTERNAT AVEC DEMI PENSION,TRUCHTERSHEIM - KOCHERSBERG,Souffel,Souffel,EUROMETROPOLE,,OUEST 1,TSCHEILLER Valérie,PIAL_0672473Z,,309,309,48.6665526,7.704315202,"48,63992691","7,715331025",3.069232285
0672956Z,"E.E.PU ",ECOLE ELEMENTAIRE PUBLIQUE DANNENBERGER,ECOLE ELEMENTAIRE PUBLIQUE DANNENBERGER SOUFFELWEYERSHEIM,ECOLE ELEMENTAIRE PUBLIQUE DANNENBERGER SOUFFELWEYERSHEIM,COLLEGE LES SEPT ARPENTS,"ECOLE ELEMENTAIRE PUBLIQUE ","DANNENBERGER ",Hors EP,,6 A rue de la Ville,,67460,SOUFFELWEYERSHEIM,0,0,1er degré,Public,ce.0672956Z@ac-strasbourg.fr,0388200634,,,TRUCHTERSHEIM - KOCHERSBERG,Souffel,Souffel,EUROMETROPOLE,BISCHHEIM Le Ried,OUEST 1,TSCHEILLER Valérie,PIAL_0672956Z,,458,446,48.63082225,7.745946428,"48,63992691","7,715331025",2.467010705
0673269P,E.P.PU,ECOLE PRIMAIRE ADELAIDE HAUTVAL,ECOLE PRIMAIRE ADELAIDE HAUTVAL OBERHAUSBERGEN,ECOLE PRIMAIRE ADELAÏDE HAUTVAL OBERHAUSBERGEN,,,,Hors EP,,4 allée de l'Euro,,67205,OBERHAUSBERGEN,0,0,1er degré,Public,ce.0673269p@ac-strasbourg.fr,,,,TRUCHTERSHEIM - KOCHERSBERG,Souffel,Souffel,EUROMETROPOLE,MUNDOLSHEIM Paul Emile Victor,OUEST 1,TSCHEILLER Valérie,PIAL_0672956Z,,142,,48.60305301,7.70475604,"48,63992691","7,715331025",4.173218342
0670081Z,"LG ",LYCEE GENERAL SECTIONS INTERNATIONALES,LYCEE GENERAL SECTIONS INTERNATIONALES STRASBOURG,LYCEE GENERAL SECTIONS INTERNATIONALES STRASBOURG,,"LYCEE GENERAL ","SECTIONS INTERNATIONALES ",Sans objet,,1 rue des pontonniers,,67000,STRASBOURG,129.2,0,2nd degré,Public,ce.0670081Z@ac-strasbourg.fr,0388371525,VERONIQUE ROSAY,AVEC INTERNAT SANS DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 2,THILLAYE Emmanuelle,PIAL_0670127Z,,930,988,48.58419733,7.756540128,"48,5796615","7,774002518",1.380016051
0670083B,"LG ",LYCEE GENERAL MARIE CURIE,LYCEE GENERAL MARIE CURIE STRASBOURG,LYCEE GENERAL MARIE CURIE STRASBOURG,,"LYCEE GENERAL ","MARIE CURIE ",Sans objet,,7 rue de Leicester,,67000,STRASBOURG,104,0,2nd degré,Public,ce.0670083B@ac-strasbourg.fr,0388455700,FAROUK KANOUNI,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0670086E,,785,780,48.57778137,7.772088524,"48,5796615","7,774002518",0.252055379
0670084C,"LPO ",LYCEE POLYVALENT JEAN ROSTAND,LYCEE POLYVALENT JEAN ROSTAND STRASBOURG,LYCEE POLYVALENT JEAN ROSTAND STRASBOURG,,"LYCEE POLYVALENT ","JEAN ROSTAND ",Sans objet,,5 rue Edmond Labbé,,67000,STRASBOURG,101.6,1,2nd degré,Public,ce.0670084C@ac-strasbourg.fr,0388144350,DORIANE RAPP,AVEC INTERNAT ET DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 2,THILLAYE Emmanuelle,PIAL_0670127Z,,1370,2235,48.5822634,7.762662377,"48,5796615","7,774002518",0.882952557
0670086E,LPO LYC METIER,LYCEE POLYVALENT RENE CASSIN LYCEE DES METIERS,LYCEE POLYVALENT RENE CASSIN LYCEE DES METIERS STRASBOURG,LPO LYCEE DES METIERS RENE CASSIN STRASBOURG,,"LPO LYCEE DES METIERS ","RENE CASSIN ",Sans objet,,4 rue Schoch,,67000,STRASBOURG,96.1,1,2nd degré,Public,ce.0670086E@ac-strasbourg.fr,0388455454,AMINA AJBALI,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 2,THILLAYE Emmanuelle,PIAL_0670086E,,22,1648,48.58270695,7.770478634,"48,5796615","7,774002518",0.42646635
0670270E,"E.M.PU ",ECOLE MATERNELLE JACQUES STURM,ECOLE MATERNELLE JACQUES STURM STRASBOURG,ECOLE MATERNELLE PUBLIQUE JACQUES STURM STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE MATERNELLE PUBLIQUE ","JACQUES STURM ",Hors EP,,9 rue d'Upsal,,67000,STRASBOURG,0,0,1er degré,Public,ce.0670270E@ac-strasbourg.fr,0388618764,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,194,188,48.57789109,7.777836575,"48,5796615","7,774002518",0.343959743
0670271F,"E.M.PU ",ECOLE MATERNELLE CONSEIL DES XV,ECOLE MATERNELLE CONSEIL DES XV STRASBOURG,ECOLE MATERNELLE PUBLIQUE CONSEIL DES XV STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE MATERNELLE PUBLIQUE ","CONSEIL DES XV ",Hors EP,,13 rue de Rotterdam,,67000,STRASBOURG,0,0,1er degré,Public,ce.0670271F@ac-strasbourg.fr,0388603061,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,115,139,48.58487766,7.780040651,"48,5796615","7,774002518",0.730546062
0670272G,"E.M.PU ",ECOLE MATERNELLE VAUBAN,ECOLE MATERNELLE VAUBAN STRASBOURG,ECOLE MATERNELLE PUBLIQUE VAUBAN STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE MATERNELLE PUBLIQUE ","VAUBAN ",Hors EP,,4 rue de Louvain,,67000,STRASBOURG,0,0,1er degré,Public,ce.0670272G@ac-strasbourg.fr,0368985211,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,234,224,48.58105996,7.778120473,"48,5796615","7,774002518",0.340510152
0670290B,"E.M.PU ",ECOLE MATERNELLE MUSAU,ECOLE MATERNELLE MUSAU STRASBOURG,ECOLE MATERNELLE PUBLIQUE MUSAU STRASBOURG,COLLEGE LOUISE WEISS,"ECOLE MATERNELLE PUBLIQUE ","MUSAU ",Hors EP,,78 avenue Jean Jaurès,,67100,STRASBOURG,0,0,1er degré,Public,ce.0670290B@ac-strasbourg.fr,0388841291,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 1,ORCESI Marine,PIAL_0672156E,,104,127,48.56824968,7.767280348,"48,5796615","7,774002518",1.361908203
0670388H,"E.E.PU ",ECOLE PRIMAIRE MUSAU,ECOLE PRIMAIRE MUSAU STRASBOURG,ECOLE ELEMENTAIRE PUBLIQUE MUSAU STRASBOURG,COLLEGE LOUISE WEISS,"ECOLE ELEMENTAIRE PUBLIQUE ","MUSAU ",Hors EP,,78 avenue Jean Jaurès,,67100,STRASBOURG,0,0,1er degré,Public,ce.0670388H@ac-strasbourg.fr,0388438119,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Lezay Marnésia,EUROMETROPOLE 1,ORCESI Marine,PIAL_0672156E,,382,420,48.56824968,7.767280348,"48,5796615","7,774002518",1.361908203
0670398U,"E.P.PU ",ECOLE PRIMAIRE RHIN,ECOLE PRIMAIRE RHIN STRASBOURG,ECOLE PRIMAIRE PUBLIQUE RHIN STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE PRIMAIRE PUBLIQUE ","RHIN ",Hors EP,,170 route du Rhin,,67000,STRASBOURG,0,0,1er degré,Public,ce.0670398U@ac-strasbourg.fr,0388600462,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,323,284,48.57275883,7.796963949,"48,5796615","7,774002518",1.855450203
0671722H,"E.M.PU ",ECOLE MATERNELLE ALBERT LE GRAND,ECOLE MATERNELLE ALBERT LE GRAND STRASBOURG,ECOLE MATERNELLE PUBLIQUE ALBERT LE GRAND STRASBOURG,COLLEGE LOUISE WEISS,"ECOLE MATERNELLE PUBLIQUE ","ALBERT LE GRAND ",Hors EP,,43 rue de Freland,,67100,STRASBOURG,0,0,1er degré,Public,ce.0671722H@ac-strasbourg.fr,0388346838,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 1,ORCESI Marine,PIAL_0672156E,,167,176,48.56239183,7.774667768,"48,5796615","7,774002518",1.920923062
0671723J,"E.E.PU ",ECOLE PRIMAIRE ALBERT LE GRAND,ECOLE PRIMAIRE ALBERT LE GRAND STRASBOURG,ECOLE PRIMAIRE PUBLIQUE ALBERT LE GRAND STRASBOURG,COLLEGE LOUISE WEISS,"ECOLE PRIMAIRE PUBLIQUE ","ALBERT LE GRAND ",Hors EP,,4 rue de Huningue,,67100,STRASBOURG,0,1,1er degré,Public,ce.0671723J@ac-strasbourg.fr,0388346098,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Lezay Marnésia,EUROMETROPOLE 1,ORCESI Marine,PIAL_0672156E,,337,354,48.56586306,7.77433537,"48,5796615","7,774002518",1.534511375
0671909L,"CLG ",COLLEGE INTERNATIONAL VAUBAN (A ABSORBE L'UAI 0673212C EN 2025),COLLEGE INTERNATIONAL VAUBAN (A ABSORBE L'UAI 0673212C EN 2025) STRASBOURG,COLLEGE INTERNATIONAL VAUBAN STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"COLLEGE ","INTERNATIONAL VAUBAN ",Hors EP,,70 boulevard d'Anvers,,67000,STRASBOURG,114.6,1,2nd degré,Public,ce.0671909L@ac-strasbourg.fr,0388615651,RACHELLE MARX,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0670086E,,725,524,48.58213518,7.777870948,"48,5796615","7,774002518",0.395776934
0671915T,"CIES ",COLLEGE INTERNATIONAL DE L ESPLANADE,COLLEGE INTERNATIONAL DE L ESPLANADE STRASBOURG,COLLEGE INTERNATIONAL DE L'ESPLANADE STRASBOURG,"COLLEGE  INTERNATIONAL DE L'ESPLANADE  STRASBOURG ","COLLEGE ","INTERNATIONAL DE L'ESPLANADE ",Hors EP,,20 rue de Londres,,67000,STRASBOURG,108.1,0,2nd degré,Public,ce.0671915T@ac-strasbourg.fr,0388453350,DOMINIQUE CAMINADE,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0670086E,,800,785,48.5782557,7.773517065,"48,5796615","7,774002518",0.16034451
0672112G,"E.E.PU ",ECOLE ELEMENTAIRE JACQUES STURM,ECOLE ELEMENTAIRE JACQUES STURM STRASBOURG,ECOLE ELEMENTAIRE PUBLIQUE JACQUES STURM STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE ELEMENTAIRE PUBLIQUE ","JACQUES STURM ",Hors EP,,13 rue d'Upsal,,67000,STRASBOURG,0,1,1er degré,Public,ce.0672112G@ac-strasbourg.fr,0388612499,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,414,421,48.57850872,7.777268221,"48,5796615","7,774002518",0.272299094
0672269C,"E.E.PU ",ECOLE PRIMAIRE INTERNATIONALE ROBERT SCHUMAN,ECOLE PRIMAIRE INTERNATIONALE ROBERT SCHUMAN STRASBOURG,ECOLE PRIMAIRE PUBLIQUE INTERNATIONALE ROBERT SCHUMAN STRASBOURG,COLLEGE INTERNATIONAL DE L'ESPLANADE,"ECOLE PRIMAIRE PUBLIQUE ","INTERNATIONALE ROBERT SCHUMAN ",Hors EP,,10 rue Vauban,,67000,STRASBOURG,0,0,1er degré,Public,ce.0672269C@ac-strasbourg.fr,0388607365,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,354,351,48.58035374,7.771270518,"48,5796615","7,774002518",0.215212018
0672403Y,"E.M.PU ",ECOLE MATERNELLE INTERNATIONALE ROBERT SCHUMAN,ECOLE MATERNELLE INTERNATIONALE ROBERT SCHUMAN STRASBOURG,ECOLE MATERNELLE PUBLIQUE INTERNATIONALE ROBERT SCHUMAN STRASBOURG,COLLEGE INTERNATIONAL DE L'ESPLANADE,"ECOLE MATERNELLE PUBLIQUE ","INTERNATIONALE ROBERT SCHUMAN ",Hors EP,,10 rue Vauban,,67000,STRASBOURG,0,0,1er degré,Public,ce.0672403Y@ac-strasbourg.fr,0388600466,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,177,162,48.58035374,7.771270518,"48,5796615","7,774002518",0.215212018
0672461L,"E.E.PU ",ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV CYCLE 2,ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV CYCLE 2 STRASBOURG,ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE ELEMENTAIRE PUBLIQUE ","CONSEIL DES XV ",Hors EP,,2 rue de Douai,,67000,STRASBOURG,0,0,1er degré,Public,ce.0672461L@ac-strasbourg.fr,0388619272,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,293,300,48.58494519,7.778495636,"48,5796615","7,774002518",0.674106599
0673016P,"E.P.PU ",ECOLE EUROPEENNE DE STRASBOURG P,ECOLE EUROPEENNE DE STRASBOURG P STRASBOURG,ECOLE PRIMAIRE PUBLIQUE EUROPEENNE STRASBOURG,COLLEGE  ECOLE EUROPEENNE DE STRASBOURG,"ECOLE PRIMAIRE PUBLIQUE ","EUROPEENNE ",Hors EP,,2 rue Peter Schwarber,,67000,STRASBOURG,0,0,1er degré,Public,ce.0673016P@ac-strasbourg.fr,0388348220,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 2,THILLAYE Emmanuelle,PIAL_0673079H,,479,470,48.60093793,7.776082913,"48,5796615","7,774002518",2.370774823
0673079H,"CLG ",ECOLE EUROPEENNE DE STRASBOURG,ECOLE EUROPEENNE DE STRASBOURG STRASBOURG,COLLEGE ECOLE EUROPEENNE DE STRASBOURG STRASBOURG,COLLEGE  ECOLE EUROPEENNE DE STRASBOURG,"COLLEGE ",ECOLE EUROPEENNE DE STRASBOURG,Hors EP,,2 rue Peter Schwarber,,67000,STRASBOURG,133.9,0,2nd degré,Public,ce.0673079H@ac-strasbourg.fr,0388348220,JEAN-MARC AUBRY,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 2,THILLAYE Emmanuelle,PIAL_0673079H,,360,542,48.60093793,7.776082913,"48,5796615","7,774002518",2.370774823
0673092X,"E.E.PU ",ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV CYCLE 3,ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV CYCLE 3 STRASBOURG,ECOLE ELEMENTAIRE PUBLIQUE CONSEIL DES XV CYCLE 3. STRASBOURG,COLLEGE INTERNATIONAL VAUBAN,"ECOLE ELEMENTAIRE PUBLIQUE ","CONSEIL DES XV CYCLE 3. ",Hors EP,,6 rue de Wallonie,,67000,STRASBOURG,0,0,1er degré,Public,ce.0673092X@ac-strasbourg.fr,0368985236,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,STRASBOURG Caroline Aigle,STRASBOURG CENTRE 3,BAUDAIS Ermine,PIAL_0672112G,,205,225,48.58284624,7.776031609,"48,5796615","7,774002518",0.384299001
0673124G,"E.M.PU ",ECOLE MATERNELLE SOLANGE FERNEX,ECOLE MATERNELLE SOLANGE FERNEX STRASBOURG,ECOLE MATERNELLE PUBLIQUE SOLANGE FERNEX STRASBOURG,COLLEGE LOUISE WEISS,"ECOLE MATERNELLE PUBLIQUE ","SOLANGE FERNEX ",Hors EP,,16 rue de l'Elbe,,67100,STRASBOURG,0,0,1er degré,Public,ce.0673124G@ac-strasbourg.fr,0368985212,,,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,EUROMETROPOLE 1,ORCESI Marine,PIAL_0672156E,,162,158,48.57251399,7.768001473,"48,5796615","7,774002518",0.909158894
0673178R,"LG ",LYCEE FRANCO ALLEMAND,LYCEE FRANCO ALLEMAND STRASBOURG,LYCEE GENERAL LYCEE FRANCO ALLEMAND STRASBOURG,,"LYCEE GENERAL ","LYCEE FRANCO ALLEMAND ",Sans objet,,70 boulevard d'Anvers,,67000,STRASBOURG,147.8,0,2nd degré,Public,ce.0673178R@ac-strasbourg.fr,0388615651,RACHELLE MARX,SANS INTERNAT AVEC DEMI PENSION,STRASBOURG 7 + INTERNATIONAL,Strasbourg Europe,Strasbourg Europe,EUROMETROPOLE,,,,,,40,112,48.58213518,7.777870948,"48,5796615","7,774002518",0.395776934
0670071N,"LGT ",LYCEE GENERAL ET TECHNOLOGIQUE DOCTEUR KOEBERLE,LYCEE GENERAL ET TECHNOLOGIQUE DOCTEUR KOEBERLE SELESTAT,LYCEE GENERAL ET TECHNOLOGIQUE DOCTEUR KOEBERLE SELESTAT,,LYCEE GENERAL ET TECHNOLOGIQUE,"DOCTEUR KOEBERLE ",Sans objet,,Boulevard Charlemagne,,67600,SELESTAT,119.2,0,2nd degré,Public,ce.0670071N@ac-strasbourg.fr,0388921084,STEPHANE KLEIN,SANS INTERNAT AVEC DEMI PENSION,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0671830A,,1011,1097,48.26305113,7.456954572,"48,29756547","7,365762046",7.76312893
0670235S,"E.M.PU ",ECOLE MATERNELLE LES BAINS,ECOLE MATERNELLE LES BAINS CHATENOIS,ECOLE MATERNELLE PUBLIQUE LES BAINS CHATENOIS,,"ECOLE MATERNELLE PUBLIQUE ","LES BAINS ",Hors EP,,Allée des Bains,,67730,CHATENOIS,0,0,1er degré,Public,ce.0670235S@ac-strasbourg.fr,0388820592,,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,68,64,48.27489524,7.398082172,"48,29756547","7,365762046",3.474646236
0670240X,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE KINTZHEIM,ECOLE MATERNELLE PUBLIQUE KINTZHEIM,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,48 A rue de la Liberté,,67600,KINTZHEIM,0,0,1er degré,Public,ce.0670240X@ac-strasbourg.fr,0388820579,ELODIE HOCHET,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,46,48,48.2543706,7.394670996,"48,29756547","7,365762046",5.257981195
0670772A,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE KINTZHEIM,ECOLE PRIMAIRE PUBLIQUE KINTZHEIM,COLLEGE DES CHATEAUX,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,48 rue de la Liberté,,67600,KINTZHEIM,0,0,1er degré,Public,ce.0670772A@ac-strasbourg.fr,0388821930,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,70,73,48.25474847,7.395074959,"48,29756547","7,365762046",5.231948321
0670774C,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ORSCHWILLER,ECOLE PRIMAIRE PUBLIQUE ORSCHWILLER,COLLEGE DES CHATEAUX,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,163 rue des Prélats,,67600,ORSCHWILLER,0,0,1er degré,Public,ce.0670774C@ac-strasbourg.fr,0388822610,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,59,61,48.24230884,7.380476265,"48,29756547","7,365762046",6.240027067
0670780J,"E.P.PU ",ECOLE ELEMENTAIRE PUBLIQUE,ECOLE ELEMENTAIRE PUBLIQUE LA VANCELLE,ECOLE PRIMAIRE LA VANCELLE,COLLEGE DES CHATEAUX,"ECOLE PRIMAIRE ",,Hors EP,,1 rue de l'Eglise,,67730,LA VANCELLE,0,0,1er degré,Public,ce.0670780J@ac-strasbourg.fr,0964493274,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,16,21,48.28552146,7.301588125,"48,29756547","7,365762046",4.933015349
0670781K,"E.P.PU ",ECOLE PRIMAIRE RENE KUDER,ECOLE PRIMAIRE RENE KUDER VILLE,COLLEGE KLOSTERWALD,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ","RENE KUDER ",Hors EP,,6 promenade du Klosterwald,,67220,VILLE,0,1,1er degré,Public,ce.0670781K@ac-strasbourg.fr,0388570755,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,79,120,48.34237587,7.299367127,"48,29756547","7,365762046",6.994903298
0670789U,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE DIEFFENBACH AU VAL,ECOLE PRIMAIRE DIEFFENBACH AU VAL,,"ECOLE PRIMAIRE ",,Hors EP,,Rue des Ecoles,,67220,DIEFFENBACH AU VAL,0,0,1er degré,Public,ce.0670789U@ac-strasbourg.fr,0777004261,FREDERIQUE WANNER,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,34,37,48.31205238,7.326585619,"48,29756547","7,365762046",3.31528076
0670792X,"E.P.PU ",ECOLE INTERCOMMUNALE DU GIESSEN,ECOLE INTERCOMMUNALE DU GIESSEN FOUCHY,ECOLE PRIMAIRE PUBLIQUE DU GIESSEN FOUCHY,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ","DU GIESSEN ",Hors EP,,20 rue Principale,,67220,FOUCHY,0,0,1er degré,Public,ce.0670792X@ac-strasbourg.fr,0388852320,ALESSANDRA WEBER-KOEHL,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,106,121,48.32935978,7.269328985,"48,29756547","7,365762046",7.959533369
0670796B,"E.P.PU ",ECOLE PRIMAIRE DU HONCOURT,ECOLE PRIMAIRE DU HONCOURT MAISONSGOUTTE,ECOLE PRIMAIRE HONCOURT MAISONSGOUTTE,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE ","HONCOURT ",Hors EP,,1 rue des petites fourmis,,67220,MAISONSGOUTTE,0,0,1er degré,Public,ce.0670796B@ac-strasbourg.fr,0388571634,LAURENCE BOHN,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,158,72,48.35275182,7.273303406,"48,29756547","7,365762046",9.186091949
0670800F,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE NEUVE EGLISE,ECOLE PRIMAIRE PUBLIQUE NEUVE EGLISE,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,15 rue de l'Eglise,,67220,NEUVE EGLISE,0,0,1er degré,Public,ce.0670800F@ac-strasbourg.fr,0961045195,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,43,60,48.33044216,7.313559749,"48,29756547","7,365762046",5.316638953
